,Timestamp,Open,High,Low,Close,Volume,symbol,exchange
39450,2017-08-05 00:00:00+00:00,0.17436,0.19499,0.17199,0.18494000000000002,11770921.06529584,XRP/USD,Kraken
39451,2017-08-06 00:00:00+00:00,0.1842,0.19138,0.179,0.18106,6964988.47069575,XRP/USD,Kraken
39452,2017-08-07 00:00:00+00:00,0.18095,0.1827,0.17651,0.17849,6742668.80713031,XRP/USD,Kraken
39453,2017-08-08 00:00:00+00:00,0.17889000000000002,0.1979,0.177,0.19785,10876565.71744096,XRP/USD,Kraken
39454,2017-08-09 00:00:00+00:00,0.19629000000000002,0.1975,0.1834,0.187,7204952.09690223,XRP/USD,Kraken
39455,2017-08-10 00:00:00+00:00,0.187,0.187,0.18148,0.18317999999999998,4470097.77926233,XRP/USD,Kraken
39456,2017-08-11 00:00:00+00:00,0.18315,0.188,0.17607,0.1792,7301106.411034199,XRP/USD,Kraken
39457,2017-08-12 00:00:00+00:00,0.1792,0.1838,0.17155,0.17204,7644527.93453471,XRP/USD,Kraken
39458,2017-08-13 00:00:00+00:00,0.17203,0.175,0.158,0.16652,10243774.62489939,XRP/USD,Kraken
39459,2017-08-14 00:00:00+00:00,0.16651,0.1805,0.16509000000000001,0.16887,6685138.74558375,XRP/USD,Kraken
39460,2017-08-15 00:00:00+00:00,0.16887,0.16935999999999998,0.15375999999999998,0.15899000000000002,10097796.00932095,XRP/USD,Kraken
39461,2017-08-16 00:00:00+00:00,0.15834,0.16117,0.15,0.16045,9573936.20733995,XRP/USD,Kraken
39462,2017-08-17 00:00:00+00:00,0.16035,0.16251,0.152,0.1582,5521354.16816563,XRP/USD,Kraken
39463,2017-08-18 00:00:00+00:00,0.1582,0.1729,0.15,0.15711,9722878.06079013,XRP/USD,Kraken
39464,2017-08-19 00:00:00+00:00,0.15718,0.1625,0.1485,0.15627,6477141.12217403,XRP/USD,Kraken
39465,2017-08-20 00:00:00+00:00,0.15278,0.16251,0.1516,0.15941,4823400.1738503,XRP/USD,Kraken
39466,2017-08-21 00:00:00+00:00,0.15941,0.21,0.1525,0.19674,18683360.19967627,XRP/USD,Kraken
39467,2017-08-22 00:00:00+00:00,0.19755,0.257,0.175,0.24124,29890516.90675983,XRP/USD,Kraken
39468,2017-08-23 00:00:00+00:00,0.24293,0.299,0.221,0.24661,45566234.75783242,XRP/USD,Kraken
39469,2017-08-24 00:00:00+00:00,0.247,0.28944000000000003,0.21500999999999998,0.21848,34037256.06757724,XRP/USD,Kraken
39470,2017-08-25 00:00:00+00:00,0.21838000000000002,0.23499,0.20384000000000002,0.21816,17582277.25105557,XRP/USD,Kraken
39471,2017-08-26 00:00:00+00:00,0.21816,0.23333,0.2066,0.2101,10570556.55581105,XRP/USD,Kraken
39472,2017-08-27 00:00:00+00:00,0.2101,0.21199,0.193,0.20184000000000002,11400127.87865017,XRP/USD,Kraken
39473,2017-08-28 00:00:00+00:00,0.20184000000000002,0.24,0.1932,0.22491999999999998,28464566.10034385,XRP/USD,Kraken
39474,2017-08-29 00:00:00+00:00,0.22575,0.23,0.21204,0.2217,12416285.44988731,XRP/USD,Kraken
39475,2017-08-30 00:00:00+00:00,0.2217,0.23488,0.22,0.23238000000000003,9715876.96690052,XRP/USD,Kraken
39476,2017-08-31 00:00:00+00:00,0.23269,0.267,0.228,0.26,23120792.46221185,XRP/USD,Kraken
39477,2017-09-01 00:00:00+00:00,0.26,0.265,0.2452,0.25383,19415250.21061818,XRP/USD,Kraken
